meteorite_id,name,mass_g,severity_score
36363,mackay glacier 05221,81.0,1.0
36364,mackay glacier 05222,81.3,1.0
36365,mackay glacier 05223,69.0,1.0
36366,mackay glacier 05224,40.5,1.0
36367,mackay glacier 05225,67.6,1.0
36368,mackay glacier 05226,65.5,1.0
36369,mackay glacier 05227,6.3,1.0
36370,mackay glacier 05228,29.9,1.0
36371,mackay glacier 05229,9.7,1.0
36372,mackay glacier 05230,60.1,1.0
36373,mackay glacier 05231,6.2,1.0
36374,mackay glacier 05232,2.1,1.0
36375,mackay glacier 05233,8.7,1.0
36376,mackay glacier 05234,0.8,1.0
44396,mackay glacier 05235,1.3,1.0
36377,mackay glacier 05236,2.1,1.0
36378,mackay glacier 05237,9.7,1.0
36379,mackay glacier 05238,1.4,1.0
44397,mackay glacier 05239,19.3,1.0
44398,mackay glacier 05240,1.2,1.0
36380,mackay glacier 05241,2.5,1.0
36381,mackay glacier 05242,2.0,1.0
36382,mackay glacier 05243,11.1,1.0
36383,mackay glacier 05244,3.1,1.0
36384,mackay glacier 05245,1.3,1.0
44399,mackay glacier 05246,1.2,1.0
36385,mackay glacier 05247,9.2,1.0
44400,mackay glacier 05248,0.8,1.0
36386,mackay glacier 05249,4.7,1.0
36387,mackay glacier 05250,34.9,1.0
36388,mackay glacier 05251,25.3,1.0
36389,mackay glacier 05252,41.5,1.0
36390,mackay glacier 05253,18.2,1.0
36391,mackay glacier 05254,8.8,1.0
44401,mackay glacier 05255,1.0,1.0
44402,mackay glacier 05256,1.3,1.0
44403,mackay glacier 05257,0.5,1.0
44404,mackay glacier 05258,0.6,1.0
44405,mackay glacier 05259,0.8,1.0
36392,mackay glacier 05260,4.2,1.0
36393,mackay glacier 05261,0.2,1.0
36394,mackay glacier 05262,0.8,1.0
36395,mackay glacier 05263,0.9,1.0
44406,mackay glacier 05264,0.8,1.0
15373,mackay glacier 92500,23.4,1.0
15374,mackay glacier 92501,4.4,1.0
15375,mackay glacier 92502,0.7,1.0
15376,mackay glacier 92503,7.7,1.0
15378,macy,42000.0,4.0
15381,madoc,168000.0,5.0
15384,mafuta,71500.0,4.0
15388,magura,150000.0,5.0
15389,mainz,1700.0,3.0
15390,majdul 001,680.0,2.0
30752,majuba,370.0,2.0
30753,majuba 002,2420.0,3.0
30754,majuba 003,1306.0,3.0
54684,majuba 007,1823.3,3.0
15392,makarewa,2300.0,3.0
15396,maldyak,992.0,2.0
15399,maltahöhe,22270.0,4.0
57454,mandalay spring,2854.0,3.0
15404,mangalo,1050.0,3.0
55331,mangum,750.0,2.0
15406,manitouwabing,39000.0,4.0
15407,manlai,166800.0,5.0
15408,mantos blancos,10300.0,4.0
15410,mapleton,49000.0,4.0
15412,maralinga,3388.0,3.0
15413,marburg,3000.0,3.0
15415,marengo,68.0,1.0
15416,maria da fé,18000.0,4.0
15417,maria elena (1935),15500.0,4.0
15420,maricopa,50.0,1.0
15423,mar'inka,144.0,2.0
15425,marion (kansas),2890.0,3.0
15427,markovka,54200.0,4.0
30755,markovka (b),207.0,2.0
15428,marlow,68000.0,4.0
15431,maroo,236.0,2.0
15433,marshall county,6800.0,3.0
15434,marsland,6850.0,3.0
15435,mart,7140.0,3.0
15439,maslyanino,26000.0,4.0
15440,mason 001,113.3,2.0
15442,massenya,612.4,2.0
15444,masua,1460.0,3.0
30756,matsitama,187.0,2.0
15448,mayday,6900.0,3.0
15449,mayerthorpe,12610.0,4.0
15450,mayfield,38400.0,4.0
15452,mayodan,15400.0,4.0
15456,mbosi,16000000.0,5.0
15457,mcaddo,1100.0,3.0
15459,mccook,3602.0,3.0
15460,mccracken,1530.0,3.0
15461,mckenzie draw (a),11800.0,4.0
15462,mckenzie draw (b),2990.0,3.0
15463,mckinney,150000.0,5.0
15464,mclean,4300.0,3.0
15465,meadow (a),1495.0,3.0
15466,meadow (b),691.0,2.0
15472,mejillones,14830.0,4.0
15473,mellenbye,1181.6,3.0
15474,melnikovo,545.6,2.0
15475,melrose (a),36400.0,4.0
15476,melrose (b),50.5,1.0
15477,melvern lake,7746.0,3.0
15479,menindee lakes 001,747.0,2.0
15480,menindee lakes 002,270.0,2.0
15481,menindee lakes 003,172.0,2.0
15482,menindee lakes 004,158.5,2.0
15483,menindee lakes 005,72.9,1.0
15484,menindee lakes 006,68.2,1.0
34496,mercedes,3301.0,3.0
15487,merceditas,42900.0,4.0
15488,mereta,1417.5,3.0
32789,meridiani planum,,
15490,mertzon,3720.0,3.0
15493,merweville,6970.0,3.0
15494,mesa verde park,3500.0,3.0
44719,metameur 001,748.0,2.0
44720,metameur 002,17.0,1.0
44721,metameur 003,126.0,2.0
54852,metameur 004,10.0,1.0
15496,meteorite hills 001000,16.3,1.0
15497,meteorite hills 001001,4.8,1.0
15498,meteorite hills 001002,17.9,1.0
15499,meteorite hills 001003,13.4,1.0
15500,meteorite hills 001004,27.0,1.0
15501,meteorite hills 001005,29.3,1.0
15502,meteorite hills 001006,10.6,1.0
15503,meteorite hills 001007,18.4,1.0
15504,meteorite hills 001008,10.7,1.0
15505,meteorite hills 001009,19.1,1.0
15506,meteorite hills 001010,1.1,1.0
15507,meteorite hills 001011,11.6,1.0
15508,meteorite hills 001012,7.1,1.0
15509,meteorite hills 001013,10.1,1.0
15510,meteorite hills 001014,10.4,1.0
15511,meteorite hills 001015,22.0,1.0
15512,meteorite hills 001016,11.5,1.0
15513,meteorite hills 001017,18.7,1.0
15514,meteorite hills 001018,11.5,1.0
15515,meteorite hills 001019,23.0,1.0
15516,meteorite hills 001020,55.9,1.0
15517,meteorite hills 001021,23.0,1.0
15518,meteorite hills 001022,19.3,1.0
15519,meteorite hills 001023,35.4,1.0
15520,meteorite hills 001024,19.7,1.0
15521,meteorite hills 001025,31.7,1.0
15522,meteorite hills 001026,51.4,1.0
15523,meteorite hills 001027,18.2,1.0
15524,meteorite hills 001028,7.3,1.0
15525,meteorite hills 001029,34.8,1.0
15526,meteorite hills 001030,20.7,1.0
15527,meteorite hills 001031,6.3,1.0
15528,meteorite hills 001032,9.7,1.0
15529,meteorite hills 001033,16.7,1.0
15530,meteorite hills 001034,29.9,1.0
15531,meteorite hills 001035,22.6,1.0
15532,meteorite hills 001036,35.9,1.0
15533,meteorite hills 001037,18.1,1.0
15534,meteorite hills 001038,3.69,1.0
15535,meteorite hills 001039,27.7,1.0
15536,meteorite hills 001040,43.3,1.0
15537,meteorite hills 001041,11.6,1.0
15538,meteorite hills 001042,25.1,1.0
15539,meteorite hills 001043,58.8,1.0
15540,meteorite hills 001044,12.6,1.0
15541,meteorite hills 001045,7.2,1.0
15542,meteorite hills 001046,6.6,1.0
15543,meteorite hills 001047,22.9,1.0
15544,meteorite hills 001048,11.0,1.0
15545,meteorite hills 001049,37.6,1.0
15546,meteorite hills 001050,67.6,1.0
15547,meteorite hills 001051,11.2,1.0
15548,meteorite hills 001052,26.5,1.0
15549,meteorite hills 001053,17.6,1.0
15550,meteorite hills 001054,4.8,1.0
15551,meteorite hills 001055,6.8,1.0
15552,meteorite hills 001056,18.7,1.0
15553,meteorite hills 001057,27.5,1.0
15554,meteorite hills 001058,37.4,1.0
15555,meteorite hills 001059,26.4,1.0
15556,meteorite hills 001060,9.84,1.0
15557,meteorite hills 001061,23.1,1.0
15558,meteorite hills 001062,40.7,1.0
15559,meteorite hills 001063,12.7,1.0
15560,meteorite hills 001064,14.2,1.0
15561,meteorite hills 001065,10.1,1.0
15562,meteorite hills 001066,19.6,1.0
15563,meteorite hills 001067,33.4,1.0
15564,meteorite hills 001068,7.2,1.0
15565,meteorite hills 001069,10.6,1.0
15566,meteorite hills 001070,6.8,1.0
15567,meteorite hills 001071,7.5,1.0
15568,meteorite hills 001072,34.2,1.0
15569,meteorite hills 001073,32.0,1.0
15570,meteorite hills 001074,19.7,1.0
15571,meteorite hills 001075,7.1,1.0
15572,meteorite hills 001076,8.6,1.0
15573,meteorite hills 001077,40.6,1.0
15574,meteorite hills 001078,22.6,1.0
15575,meteorite hills 001079,18.6,1.0
15576,meteorite hills 001080,9.3,1.0
15577,meteorite hills 001081,8.3,1.0
15578,meteorite hills 001082,17.0,1.0
15579,meteorite hills 001083,9.7,1.0
15580,meteorite hills 001084,8.3,1.0
15581,meteorite hills 001085,29.5,1.0
15582,meteorite hills 001086,9.8,1.0
15583,meteorite hills 001087,1.6,1.0
15584,meteorite hills 001088,34.2,1.0
15585,meteorite hills 001089,21.0,1.0
15586,meteorite hills 001090,33.6,1.0
15587,meteorite hills 001091,25.7,1.0
15588,meteorite hills 001092,0.6,1.0
15589,meteorite hills 001093,12.4,1.0
15590,meteorite hills 001094,14.5,1.0
15591,meteorite hills 001095,8.9,1.0
15592,meteorite hills 001096,17.9,1.0
15593,meteorite hills 001097,36.2,1.0
15594,meteorite hills 001098,9.3,1.0
15595,meteorite hills 001099,16.3,1.0
15596,meteorite hills 001100,15.1,1.0
15597,meteorite hills 001101,36.8,1.0
15598,meteorite hills 001102,7.1,1.0
15599,meteorite hills 001103,22.9,1.0
15600,meteorite hills 001104,19.8,1.0
15601,meteorite hills 001105,10.6,1.0
15602,meteorite hills 001106,45.7,1.0
15603,meteorite hills 001107,16.3,1.0
15604,meteorite hills 001108,20.2,1.0
15605,meteorite hills 001109,12.0,1.0
15606,meteorite hills 001110,19.0,1.0
15607,meteorite hills 001111,36.2,1.0
15608,meteorite hills 001112,11.4,1.0
36397,miller range 03332,2395.0,3.0
15609,meteorite hills 001113,12.5,1.0
15610,meteorite hills 001114,56.6,1.0
15611,meteorite hills 001115,38.6,1.0
15612,meteorite hills 001116,23.1,1.0
15613,meteorite hills 001117,18.7,1.0
15614,meteorite hills 001118,11.5,1.0
15615,meteorite hills 001119,18.5,1.0
15616,meteorite hills 001120,28.4,1.0
15617,meteorite hills 001121,24.4,1.0
15618,meteorite hills 001122,14.8,1.0
15619,meteorite hills 001123,32.6,1.0
15620,meteorite hills 001124,5.6,1.0
15621,meteorite hills 001125,24.6,1.0
15622,meteorite hills 001126,21.9,1.0
15623,meteorite hills 001127,17.0,1.0
15624,meteorite hills 001128,5.3,1.0
15625,meteorite hills 001129,11.4,1.0
15626,meteorite hills 001130,54.5,1.0
15627,meteorite hills 001131,18.5,1.0
15628,meteorite hills 001132,10.5,1.0
15629,meteorite hills 001133,4.5,1.0
15630,meteorite hills 001134,7.3,1.0
15631,meteorite hills 001135,3.8,1.0
15632,meteorite hills 001136,3.21,1.0
15633,meteorite hills 001137,1.5,1.0
15634,meteorite hills 001138,0.4,1.0
45809,meteorite hills 001139,0.013,1.0
15635,meteorite hills 00400,4583.8,3.0
15636,meteorite hills 00401,205.1,2.0
15637,meteorite hills 00402,82.6,1.0
15638,meteorite hills 00403,58.5,1.0
15639,meteorite hills 00404,20.7,1.0
15640,meteorite hills 00405,17.0,1.0
15641,meteorite hills 00406,16.1,1.0
15642,meteorite hills 00407,5.4,1.0
15643,meteorite hills 00408,18.1,1.0
15644,meteorite hills 00409,14.0,1.0
15645,meteorite hills 00410,3.0,1.0
15646,meteorite hills 00411,3.2,1.0
15647,meteorite hills 00412,8.7,1.0
15648,meteorite hills 00413,3.8,1.0
15649,meteorite hills 00414,4.8,1.0
15650,meteorite hills 00415,5.2,1.0
15651,meteorite hills 00416,4.4,1.0
15652,meteorite hills 00417,7.8,1.0
15653,meteorite hills 00418,4.8,1.0
15654,meteorite hills 00419,9.0,1.0
15655,meteorite hills 00420,6.3,1.0
15656,meteorite hills 00421,6.7,1.0
15657,meteorite hills 00422,201.5,2.0
15658,meteorite hills 00423,79.4,1.0
15659,meteorite hills 00424,98.9,1.0
15660,meteorite hills 00425,118.3,2.0
15661,meteorite hills 00426,31.3,1.0
15662,meteorite hills 00427,18.6,1.0
15663,meteorite hills 00428,45.8,1.0
15664,meteorite hills 00429,30.5,1.0
15665,meteorite hills 00430,151.7,2.0
15666,meteorite hills 00431,23.4,1.0
15667,meteorite hills 00432,38.9,1.0
15668,meteorite hills 00433,10.9,1.0
15669,meteorite hills 00434,6.1,1.0
15670,meteorite hills 00435,2.4,1.0
15671,meteorite hills 00436,1765.6,3.0
15672,meteorite hills 00437,2685.3,3.0
15673,meteorite hills 00438,3747.4,3.0
15674,meteorite hills 00439,2601.9,3.0
15675,meteorite hills 00440,1624.7,3.0
15676,meteorite hills 00441,1299.6,3.0
15677,meteorite hills 00442,1149.2,3.0
15678,meteorite hills 00443,872.0,2.0
15679,meteorite hills 00444,1469.6,3.0
15680,meteorite hills 00445,1631.5,3.0
15681,meteorite hills 00446,1181.3,3.0
15682,meteorite hills 00447,1231.6,3.0
15683,meteorite hills 00448,1148.7,3.0
15684,meteorite hills 00449,1192.3,3.0
15685,meteorite hills 00450,691.1,2.0
15686,meteorite hills 00451,767.2,2.0
15687,meteorite hills 00452,774.9,2.0
15688,meteorite hills 00453,265.6,2.0
15689,meteorite hills 00454,487.0,2.0
15690,meteorite hills 00455,489.0,2.0
15691,meteorite hills 00456,575.5,2.0
36398,miller range 03333,1922.0,3.0
15692,meteorite hills 00457,709.4,2.0
15693,meteorite hills 00458,687.5,2.0
15694,meteorite hills 00459,1118.7,3.0
15695,meteorite hills 00460,700.5,2.0
15696,meteorite hills 00461,518.0,2.0
15697,meteorite hills 00462,590.7,2.0
15698,meteorite hills 00463,369.9,2.0
15699,meteorite hills 00464,418.9,2.0
15700,meteorite hills 00465,516.4,2.0
15701,meteorite hills 00466,296.8,2.0
15702,meteorite hills 00467,422.5,2.0
15703,meteorite hills 00468,361.7,2.0
15704,meteorite hills 00469,273.0,2.0
15705,meteorite hills 00470,456.2,2.0
15706,meteorite hills 00471,367.1,2.0
15707,meteorite hills 00472,348.3,2.0
15708,meteorite hills 00473,270.0,2.0
15709,meteorite hills 00474,153.26,2.0
15710,meteorite hills 00475,367.8,2.0
15711,meteorite hills 00476,433.3,2.0
15712,meteorite hills 00477,474.2,2.0
15713,meteorite hills 00478,343.0,2.0
15714,meteorite hills 00479,315.0,2.0
15715,meteorite hills 00480,190.49,2.0
15716,meteorite hills 00481,208.37,2.0
15717,meteorite hills 00482,175.28,2.0
15718,meteorite hills 00483,251.9,2.0
15719,meteorite hills 00484,233.7,2.0
15720,meteorite hills 00485,221.9,2.0
15721,meteorite hills 00486,157.55,2.0
15722,meteorite hills 00487,159.2,2.0
15723,meteorite hills 00488,132.45,2.0
15724,meteorite hills 00489,232.0,2.0
15725,meteorite hills 00490,100.92,2.0
15726,meteorite hills 00491,106.57,2.0
15727,meteorite hills 00492,159.97,2.0
15728,meteorite hills 00493,38.99,1.0
15729,meteorite hills 00494,156.83,2.0
15730,meteorite hills 00495,266.5,2.0
15731,meteorite hills 00496,128.79,2.0
15732,meteorite hills 00497,221.6,2.0
15733,meteorite hills 00498,112.46,2.0
15734,meteorite hills 00499,111.69,2.0
15735,meteorite hills 00500,230.7,2.0
15736,meteorite hills 00501,101.46,2.0
15737,meteorite hills 00502,130.78,2.0
15738,meteorite hills 00503,152.12,2.0
15739,meteorite hills 00504,165.9,2.0
15740,meteorite hills 00505,174.57,2.0
15741,meteorite hills 00506,301.1,2.0
15742,meteorite hills 00507,105.13,2.0
15743,meteorite hills 00508,68.59,1.0
15744,meteorite hills 00509,180.89,2.0
15745,meteorite hills 00510,186.55,2.0
15746,meteorite hills 00511,131.7,2.0
15747,meteorite hills 00512,93.4,1.0
15748,meteorite hills 00513,148.29,2.0
15749,meteorite hills 00514,275.1,2.0
15750,meteorite hills 00515,304.8,2.0
15751,meteorite hills 00516,117.6,2.0
15752,meteorite hills 00517,247.0,2.0
15753,meteorite hills 00518,247.8,2.0
15754,meteorite hills 00519,210.8,2.0
15755,meteorite hills 00520,263.4,2.0
15756,meteorite hills 00521,134.05,2.0
15757,meteorite hills 00522,115.74,2.0
15758,meteorite hills 00523,60.78,1.0
15759,meteorite hills 00524,226.0,2.0
15760,meteorite hills 00525,135.1,2.0
15761,meteorite hills 00526,208.2,2.0
15762,meteorite hills 00527,225.0,2.0
15763,meteorite hills 00528,104.9,2.0
15764,meteorite hills 00529,152.6,2.0
15765,meteorite hills 00530,106.17,2.0
15766,meteorite hills 00531,193.91,2.0
15767,meteorite hills 00532,132.6,2.0
15768,meteorite hills 00533,127.56,2.0
15769,meteorite hills 00534,97.57,1.0
15770,meteorite hills 00535,159.08,2.0
15771,meteorite hills 00536,137.19,2.0
15772,meteorite hills 00537,148.75,2.0
15773,meteorite hills 00538,77.16,1.0
15774,meteorite hills 00539,193.65,2.0
15775,meteorite hills 00540,103.18,2.0
15776,meteorite hills 00541,125.82,2.0
15777,meteorite hills 00542,80.3,1.0
15778,meteorite hills 00543,25.45,1.0
15779,meteorite hills 00544,52.65,1.0
15780,meteorite hills 00545,59.76,1.0
15781,meteorite hills 00546,75.87,1.0
15782,meteorite hills 00547,68.5,1.0
15783,meteorite hills 00548,89.7,1.0
15784,meteorite hills 00549,101.48,2.0
15785,meteorite hills 00550,104.52,2.0
15786,meteorite hills 00551,58.63,1.0
15787,meteorite hills 00552,97.3,1.0
15788,meteorite hills 00553,74.34,1.0
15789,meteorite hills 00554,67.08,1.0
15790,meteorite hills 00555,91.05,1.0
15791,meteorite hills 00556,66.46,1.0
15792,meteorite hills 00557,49.45,1.0
15793,meteorite hills 00558,157.04,2.0
15794,meteorite hills 00559,95.02,1.0
15795,meteorite hills 00560,61.81,1.0
15796,meteorite hills 00561,80.19,1.0
15797,meteorite hills 00562,78.48999999999998,1.0
15798,meteorite hills 00563,48.16,1.0
15799,meteorite hills 00564,53.58,1.0
15800,meteorite hills 00565,109.96,2.0
15801,meteorite hills 00566,143.77,2.0
15802,meteorite hills 00567,40.41,1.0
15803,meteorite hills 00568,63.34,1.0
15804,meteorite hills 00569,110.34,2.0
15805,meteorite hills 00570,157.02,2.0
15806,meteorite hills 00571,114.33,2.0
15807,meteorite hills 00572,95.8,1.0
15808,meteorite hills 00573,70.96,1.0
15809,meteorite hills 00574,106.46,2.0
15810,meteorite hills 00575,99.16,1.0
15811,meteorite hills 00576,9.49,1.0
15812,meteorite hills 00577,15.64,1.0
15813,meteorite hills 00578,64.33,1.0
15814,meteorite hills 00579,55.86,1.0
15815,meteorite hills 00581,100.21,2.0
15816,meteorite hills 00582,176.83,2.0
15817,meteorite hills 00583,51.8,1.0
15818,meteorite hills 00584,87.53,1.0
15819,meteorite hills 00585,74.22,1.0
15820,meteorite hills 00586,93.13,1.0
15821,meteorite hills 00587,44.83,1.0
15822,meteorite hills 00588,50.85,1.0
15823,meteorite hills 00589,89.29,1.0
15824,meteorite hills 00590,90.02,1.0
15825,meteorite hills 00591,114.82,2.0
15826,meteorite hills 00592,95.78,1.0
15827,meteorite hills 00593,53.83,1.0
15828,meteorite hills 00594,99.51,1.0
15829,meteorite hills 00595,66.53,1.0
15830,meteorite hills 00596,62.27,1.0
15831,meteorite hills 00597,94.84,1.0
15832,meteorite hills 00598,96.49,1.0
15833,meteorite hills 00599,72.18,1.0
15834,meteorite hills 00600,78.48,1.0
15835,meteorite hills 00601,58.56,1.0
15836,meteorite hills 00602,121.26,2.0
15837,meteorite hills 00603,67.68,1.0
15838,meteorite hills 00604,74.05,1.0
15839,meteorite hills 00605,102.88,2.0
15840,meteorite hills 00606,70.61,1.0
15841,meteorite hills 00607,76.55,1.0
15842,meteorite hills 00608,85.78,1.0
15843,meteorite hills 00609,65.81,1.0
15844,meteorite hills 00610,118.26,2.0
15845,meteorite hills 00611,113.77,2.0
15846,meteorite hills 00612,110.51,2.0
15847,meteorite hills 00613,53.37,1.0
15848,meteorite hills 00614,81.89,1.0
15849,meteorite hills 00615,166.85,2.0
15850,meteorite hills 00616,97.51,1.0
15851,meteorite hills 00617,114.01,2.0
15852,meteorite hills 00618,67.12,1.0
15853,meteorite hills 00619,71.18,1.0
15854,meteorite hills 00620,125.21,2.0
15855,meteorite hills 00621,88.84,1.0
15856,meteorite hills 00622,87.65,1.0
15857,meteorite hills 00623,52.57,1.0
15858,meteorite hills 00624,103.91,2.0
15859,meteorite hills 00625,106.49,2.0
15860,meteorite hills 00626,100.78,2.0
15861,meteorite hills 00627,80.73999999999998,1.0
15862,meteorite hills 00628,40.72,1.0
15863,meteorite hills 00629,17.64,1.0
15864,meteorite hills 00630,10.8,1.0
15865,meteorite hills 00631,5.82,1.0
15866,meteorite hills 00632,9.08,1.0
15867,meteorite hills 00633,20.44,1.0
15868,meteorite hills 00634,3.06,1.0
15869,meteorite hills 00635,2.27,1.0
15870,meteorite hills 00636,2.51,1.0
15871,meteorite hills 00637,7.23,1.0
15872,meteorite hills 00638,7.5,1.0
15873,meteorite hills 00639,13.43,1.0
15874,meteorite hills 00640,3.53,1.0
15875,meteorite hills 00641,27.08,1.0
15876,meteorite hills 00642,47.82,1.0
15877,meteorite hills 00643,30.68,1.0
15878,meteorite hills 00644,55.1,1.0
15879,meteorite hills 00645,27.43,1.0
15880,meteorite hills 00646,34.76,1.0
15881,meteorite hills 00647,55.93,1.0
15882,meteorite hills 00648,20.42,1.0
15883,meteorite hills 00649,20.58,1.0
15884,meteorite hills 00650,34.24,1.0
15885,meteorite hills 00651,38.48,1.0
15886,meteorite hills 00652,16.24,1.0
15887,meteorite hills 00653,16.99,1.0
15888,meteorite hills 00654,40.48,1.0
15889,meteorite hills 00655,43.11,1.0
15890,meteorite hills 00656,32.82,1.0
15891,meteorite hills 00657,38.93,1.0
15892,meteorite hills 00658,46.42,1.0
15893,meteorite hills 00659,40.38,1.0
15894,meteorite hills 00660,33.8,1.0
15895,meteorite hills 00661,19.44,1.0
15896,meteorite hills 00662,45.14,1.0
15897,meteorite hills 00663,15.62,1.0
15898,meteorite hills 00664,16.67,1.0
15899,meteorite hills 00665,30.04,1.0
15900,meteorite hills 00666,15.03,1.0
15901,meteorite hills 00667,22.1,1.0
15902,meteorite hills 00668,6.6,1.0
15903,meteorite hills 00669,14.3,1.0
15904,meteorite hills 00670,21.94,1.0
15905,meteorite hills 00671,12.5,1.0
15906,meteorite hills 00672,6.82,1.0
15907,meteorite hills 00673,26.07,1.0
15908,meteorite hills 00674,46.63,1.0
15909,meteorite hills 00675,16.22,1.0
15910,meteorite hills 00676,13.43,1.0
15911,meteorite hills 00677,34.28,1.0
15912,meteorite hills 00678,27.83,1.0
15913,meteorite hills 00679,23.87,1.0
15914,meteorite hills 00680,22.34,1.0
15915,meteorite hills 00681,22.54,1.0
15916,meteorite hills 00682,31.42,1.0
15917,meteorite hills 00683,15.35,1.0
15918,meteorite hills 00684,14.9,1.0
15919,meteorite hills 00685,14.88,1.0
15920,meteorite hills 00686,23.14,1.0
15921,meteorite hills 00687,4.59,1.0
15922,meteorite hills 00688,7.28,1.0
15923,meteorite hills 00689,7.03,1.0
15924,meteorite hills 00690,47.65,1.0
15925,meteorite hills 00691,37.59,1.0
15926,meteorite hills 00692,7.29,1.0
15927,meteorite hills 00693,15.23,1.0
15928,meteorite hills 00694,15.87,1.0
15929,meteorite hills 00695,20.24,1.0
15930,meteorite hills 00696,51.19,1.0
15931,meteorite hills 00697,24.55,1.0
15932,meteorite hills 00698,14.37,1.0
15933,meteorite hills 00699,56.36,1.0
15934,meteorite hills 00700,54.0,1.0
15935,meteorite hills 00701,15.0,1.0
15936,meteorite hills 00702,43.0,1.0
15937,meteorite hills 00703,32.1,1.0
15938,meteorite hills 00704,5.3,1.0
15939,meteorite hills 00705,6.6,1.0
15940,meteorite hills 00706,12.4,1.0
15941,meteorite hills 00707,15.2,1.0
15942,meteorite hills 00708,20.5,1.0
15943,meteorite hills 00709,6.8,1.0
15944,meteorite hills 00710,16.9,1.0
15945,meteorite hills 00711,17.0,1.0
15946,meteorite hills 00712,12.0,1.0
15947,meteorite hills 00713,14.1,1.0
15948,meteorite hills 00714,32.5,1.0
15949,meteorite hills 00715,35.2,1.0
15950,meteorite hills 00716,6.0,1.0
15951,meteorite hills 00717,26.1,1.0
15952,meteorite hills 00718,28.4,1.0
15953,meteorite hills 00719,36.9,1.0
15954,meteorite hills 00720,34.07,1.0
15955,meteorite hills 00721,17.27,1.0
15956,meteorite hills 00722,25.57,1.0
15957,meteorite hills 00723,27.56,1.0
15958,meteorite hills 00724,3.32,1.0
15959,meteorite hills 00725,41.75,1.0
15960,meteorite hills 00726,3.14,1.0
15961,meteorite hills 00727,13.24,1.0
15962,meteorite hills 00728,9.37,1.0
15963,meteorite hills 00729,2.61,1.0
15964,meteorite hills 00730,15.29,1.0
15965,meteorite hills 00731,13.4,1.0
15966,meteorite hills 00732,4.09,1.0
15967,meteorite hills 00733,8.97,1.0
15968,meteorite hills 00734,19.39,1.0
15969,meteorite hills 00735,3.45,1.0
15970,meteorite hills 00736,7.3,1.0
15971,meteorite hills 00737,23.24,1.0
15972,meteorite hills 00738,36.37,1.0
15973,meteorite hills 00739,9.21,1.0
15974,meteorite hills 00740,27.18,1.0
15975,meteorite hills 00741,44.84,1.0
15976,meteorite hills 00742,1.19,1.0
15977,meteorite hills 00743,9.39,1.0
15978,meteorite hills 00744,4.61,1.0
15979,meteorite hills 00745,2.21,1.0
15980,meteorite hills 00746,20.41,1.0
15981,meteorite hills 00747,5.04,1.0
15982,meteorite hills 00748,2.09,1.0
15983,meteorite hills 00749,12.43,1.0
15984,meteorite hills 00750,32.9,1.0
15985,meteorite hills 00751,13.7,1.0
15986,meteorite hills 00752,6.35,1.0
15987,meteorite hills 00753,7.5,1.0
15988,meteorite hills 00754,4.19,1.0
15989,meteorite hills 00755,4.09,1.0
15990,meteorite hills 00756,1.42,1.0
15991,meteorite hills 00757,8.42,1.0
15992,meteorite hills 00758,3.03,1.0
15993,meteorite hills 00759,8.3,1.0
15994,meteorite hills 00760,10.12,1.0
15995,meteorite hills 00761,5.98,1.0
15996,meteorite hills 00762,24.19,1.0
15997,meteorite hills 00763,0.22,1.0
15998,meteorite hills 00764,3.38,1.0
15999,meteorite hills 00765,12.48,1.0
16000,meteorite hills 00766,15.66,1.0
16001,meteorite hills 00767,16.01,1.0
16002,meteorite hills 00768,8.1,1.0
16003,meteorite hills 00769,37.06,1.0
16004,meteorite hills 00770,33.02,1.0
16005,meteorite hills 00771,36.63,1.0
16006,meteorite hills 00772,5.93,1.0
16007,meteorite hills 00773,14.0,1.0
16008,meteorite hills 00774,26.93,1.0
16009,meteorite hills 00775,24.2,1.0
16010,meteorite hills 00776,7.62,1.0
16011,meteorite hills 00777,62.77,1.0
16012,meteorite hills 00778,52.84,1.0
16013,meteorite hills 00779,32.59,1.0
16014,meteorite hills 00780,15.42,1.0
16015,meteorite hills 00781,5.36,1.0
16016,meteorite hills 00782,10.59,1.0
16017,meteorite hills 00783,26.25,1.0
16018,meteorite hills 00784,7.51,1.0
16019,meteorite hills 00785,21.25,1.0
16020,meteorite hills 00786,15.63,1.0
16021,meteorite hills 00787,38.11,1.0
16022,meteorite hills 00788,35.27,1.0
16023,meteorite hills 00789,13.85,1.0
16024,meteorite hills 00790,35.78,1.0
16025,meteorite hills 00791,9.89,1.0
16026,meteorite hills 00792,49.59,1.0
16027,meteorite hills 00793,40.05,1.0
16028,meteorite hills 00794,60.88,1.0
16029,meteorite hills 00795,41.7,1.0
16030,meteorite hills 00796,44.7,1.0
16031,meteorite hills 00797,44.57,1.0
16032,meteorite hills 00798,28.1,1.0
16033,meteorite hills 00799,51.42,1.0
16034,meteorite hills 00800,1.72,1.0
16035,meteorite hills 00801,37.23,1.0
16036,meteorite hills 00802,81.2,1.0
16037,meteorite hills 00803,15.41,1.0
16038,meteorite hills 00804,19.35,1.0
16039,meteorite hills 00805,46.5,1.0
16040,meteorite hills 00806,13.62,1.0
16041,meteorite hills 00807,38.57,1.0
16042,meteorite hills 00808,30.69,1.0
16043,meteorite hills 00809,35.89,1.0
16044,meteorite hills 00810,5.91,1.0
16045,meteorite hills 00811,8.8,1.0
