latitude,longitude,hemisphere_ns,hemisphere_ew,location_quality,location_key
-76.28272,156.46237,south,east,valid,6698
-76.29002,156.43221,south,east,valid,6699
-76.28689,156.43299,south,east,valid,6700
-76.28963,156.45819,south,east,valid,6701
-76.28863,156.43207,south,east,valid,6702
-76.28715,156.43055,south,east,valid,6703
-76.28334,156.47015,south,east,valid,6704
-76.28159,156.4592,south,east,valid,6705
-76.28747,156.43672,south,east,valid,6706
-76.28737,156.42991,south,east,valid,6707
-76.28865,156.43064,south,east,valid,6708
-76.28259,156.46533,south,east,valid,6709
-76.28151,156.45995,south,east,valid,6710
-76.28234,156.44695,south,east,valid,6711
-76.2832,156.46397,south,east,valid,6712
-76.28883,156.43261,south,east,valid,6713
-76.28458,156.46467,south,east,valid,6714
-76.2805,156.47031,south,east,valid,6715
-76.28895,156.4307,south,east,valid,6716
-76.28583,156.44156,south,east,valid,6717
-76.2826,156.4644,south,east,valid,6718
-76.28853,156.45868,south,east,valid,6719
-76.28533,156.43785,south,east,valid,6720
-76.2873,156.42982,south,east,valid,6721
-76.28206,156.46844,south,east,valid,6722
-76.28741,156.43846,south,east,valid,6723
-76.28647,156.46693,south,east,valid,6724
-76.28151,156.45887,south,east,valid,6725
-76.28525,156.45131,south,east,valid,6726
-76.28809,156.43778,south,east,valid,6727
-76.28214,156.47376,south,east,valid,6728
-76.28734,156.46805,south,east,valid,6729
-76.28174,156.46619,south,east,valid,6730
-76.28344,156.46495,south,east,valid,6731
-76.28341,156.46279,south,east,valid,6732
-76.28581,156.44145,south,east,valid,6733
-76.28314,156.43256,south,east,valid,6734
-76.28115,156.4342,south,east,valid,6735
-76.28879,156.42882,south,east,valid,6736
-76.28186,156.47247,south,east,valid,6737
-76.28234,156.47428,south,east,valid,6738
-76.28724,156.42988,south,east,valid,6739
-76.28782,156.43144,south,east,valid,6740
-76.28543,156.44073,south,east,valid,6741
-76.28217,156.4466,south,east,valid,6742
-76.28393,156.46453,south,east,valid,6743
-76.28652,156.43322,south,east,valid,6744
-76.27687,156.43392,south,east,valid,6745
-76.26959,156.43945,south,east,valid,6746
-76.27217,156.43499,south,east,valid,6747
-76.27518,156.43953,south,east,valid,6748
-76.2783,156.43498,south,east,valid,6749
-76.26798,156.44092,south,east,valid,6750
-76.27068,156.43706,south,east,valid,6751
-76.27064,156.43566,south,east,valid,6752
-76.27337,156.43478,south,east,valid,6753
-76.27094,156.43571,south,east,valid,6754
-76.27533,156.43097,south,east,valid,6755
-76.27264,156.43444,south,east,valid,6756
-76.27762,156.43847,south,east,valid,6757
-76.28581,156.43861,south,east,valid,6758
-76.28218,156.47658,south,east,valid,6759
-76.28807,156.43831,south,east,valid,6760
-76.28395,156.46472,south,east,valid,6761
-76.26503,156.49249,south,east,valid,6762
-76.2821,156.45085,south,east,valid,6763
-76.28202,156.47199,south,east,valid,6764
-76.28798,156.467,south,east,valid,6765
-76.28534,156.44977,south,east,valid,6766
-76.28695,156.46082,south,east,valid,6767
-76.28526,156.44048,south,east,valid,6768
-76.28722,156.44045,south,east,valid,6769
-76.28679,156.45309,south,east,valid,6770
-76.28599,156.43596,south,east,valid,6771
-76.28345,156.43534,south,east,valid,6772
-76.27726,156.42194,south,east,valid,6773
-76.27649,156.42737,south,east,valid,6774
-76.26757,156.408,south,east,valid,6775
-76.27318,156.42185,south,east,valid,6776
-76.27182,156.40874,south,east,valid,6777
-76.27467,156.40709,south,east,valid,6778
-76.27166,156.42068,south,east,valid,6779
-76.27799,156.43025,south,east,valid,6780
-76.27252,156.41035,south,east,valid,6781
-76.27429,156.4347,south,east,valid,6782
-76.26983,156.42574,south,east,valid,6783
-76.27729,156.41691,south,east,valid,6784
-76.26612,156.40846,south,east,valid,6785
-76.26712,156.43822,south,east,valid,6786
-76.27429,156.42471,south,east,valid,6787
-76.27027,156.43047,south,east,valid,6788
-76.26727,156.41824,south,east,valid,6789
-76.27134,156.43002,south,east,valid,6790
-76.27401,156.42277,south,east,valid,6791
-76.28503,156.46888,south,east,valid,6792
-76.27323,156.41981,south,east,valid,6793
-76.26611,156.43589,south,east,valid,6794
-76.27172,156.43111,south,east,valid,6795
-76.27746,156.42558,south,east,valid,6796
-76.27581,156.43096,south,east,valid,6797
-76.26936,156.41791,south,east,valid,6798
-76.27293,156.42199,south,east,valid,6799
-76.26978,156.43236,south,east,valid,6800
-76.28725,156.44703,south,east,valid,6801
-76.27934,156.43196,south,east,valid,6802
-76.26686,156.43224,south,east,valid,6803
-76.26978,156.43451,south,east,valid,6804
-76.29366,156.36046,south,east,valid,6805
-76.275,156.42341,south,east,valid,6806
-76.26662,156.41675,south,east,valid,6807
-76.28281,156.45131,south,east,valid,6808
-76.27016,156.41444,south,east,valid,6809
-76.26889,156.4216,south,east,valid,6810
-76.26739,156.41911,south,east,valid,6811
-76.27513,156.38914,south,east,valid,6812
-76.27524,156.42288,south,east,valid,6813
-76.27134,156.42751,south,east,valid,6814
-76.27574,156.42327,south,east,valid,6815
-76.27616,156.4211,south,east,valid,6816
-76.27195,156.41295,south,east,valid,6817
-76.27051,156.42509,south,east,valid,6818
-76.26554,156.42553,south,east,valid,6819
-76.27612,156.4271,south,east,valid,6820
-76.27515,156.39015,south,east,valid,6821
-76.27447,156.42119,south,east,valid,6822
-76.2767,156.4175,south,east,valid,6823
-76.26708,156.43695,south,east,valid,6824
-76.27103,156.43345,south,east,valid,6825
-76.26526,156.42276,south,east,valid,6826
-76.27739,156.42867,south,east,valid,6827
-76.27812,156.42932,south,east,valid,6828
-76.27733,156.42608,south,east,valid,6829
-76.2706,156.4296,south,east,valid,6830
-76.27208,156.43668,south,east,valid,6831
-76.27694,156.42702,south,east,valid,6832
-76.27041,156.42784,south,east,valid,6833
-76.26635,156.48655,south,east,valid,6834
-76.27134,156.43101,south,east,valid,6835
-76.26705,156.43799,south,east,valid,6836
-76.26522,156.40969,south,east,valid,6837
-76.27584,156.42787,south,east,valid,6838
-76.27191,156.42868,south,east,valid,6839
-76.27045,156.40788,south,east,valid,6840
-76.26704,156.43891,south,east,valid,6841
-76.27567,156.4317,south,east,valid,6842
-76.26748,156.43043,south,east,valid,6843
-76.27144,156.42433,south,east,valid,6844
-76.26636,156.43538,south,east,valid,6845
-76.27986,156.43233,south,east,valid,6846
-76.27974,156.4235,south,east,valid,6847
-76.29473,156.365,south,east,valid,6848
-76.28021,156.42418,south,east,valid,6849
-76.26853,156.4523,south,east,valid,6850
-76.27122,156.44624,south,east,valid,6851
-76.28002,156.42285,south,east,valid,6852
-76.26769,156.44561,south,east,valid,6853
-76.26993,156.45267,south,east,valid,6854
-76.26638,156.44915,south,east,valid,6855
-76.27618,156.40101,south,east,valid,6856
-76.26767,156.44644,south,east,valid,6857
-76.27857,156.41966,south,east,valid,6858
-76.27158,156.44175,south,east,valid,6859
-76.27894,156.44137,south,east,valid,6860
-76.27199,156.44076,south,east,valid,6861
-76.26961,156.44217,south,east,valid,6862
-76.26955,156.447,south,east,valid,6863
-76.26742,156.44963,south,east,valid,6864
-76.26828,156.44387,south,east,valid,6865
-76.27309,156.44098,south,east,valid,6866
-76.27294,156.44296,south,east,valid,6867
-76.2796,156.4276,south,east,valid,6868
-76.26696,156.4529,south,east,valid,6869
-76.28982,156.41449,south,east,valid,6870
-76.28927,156.42524,south,east,valid,6871
-76.2804,156.42536,south,east,valid,6872
-76.2707,156.44592,south,east,valid,6873
-76.26729,156.45056,south,east,valid,6874
-76.27847,156.39784,south,east,valid,6875
-76.28303,156.41808,south,east,valid,6876
-76.27992,156.40561,south,east,valid,6877
-76.26964,156.44479,south,east,valid,6878
-76.27741,156.41501,south,east,valid,6879
-76.26767,156.44413,south,east,valid,6880
-76.27085,156.44827,south,east,valid,6881
-76.28915,156.40901,south,east,valid,6882
-76.27974,156.41659,south,east,valid,6883
-76.28316,156.41245,south,east,valid,6884
-76.26861,156.45217,south,east,valid,6885
-76.29072,156.37696,south,east,valid,6886
-76.27872,156.41298,south,east,valid,6887
-76.28058,156.39828,south,east,valid,6888
-76.26659,156.44809,south,east,valid,6889
-76.26651,156.44808,south,east,valid,6890
-76.26701,156.45035,south,east,valid,6891
-76.2727,156.44562,south,east,valid,6892
-76.26702,156.45029,south,east,valid,6893
-76.27806,156.42597,south,east,valid,6894
-76.27728,156.44274,south,east,valid,6895
-76.28104,156.403,south,east,valid,6896
-76.2667,156.44994,south,east,valid,6897
-76.27832,156.42565,south,east,valid,6898
-76.27269,156.43966,south,east,valid,6899
-76.2773,156.40184,south,east,valid,6900
-76.26947,156.44717,south,east,valid,6901
-76.27099,156.48286,south,east,valid,6902
-76.26703,156.44729,south,east,valid,6903
-76.27065,156.44674,south,east,valid,6904
-76.27292,156.44431,south,east,valid,6905
-76.27125,156.44472,south,east,valid,6906
-76.2918,156.38742,south,east,valid,6907
-76.27239,156.4385,south,east,valid,6908
-76.27068,156.447,south,east,valid,6909
-76.27306,156.44351,south,east,valid,6910
-76.26893,156.44203,south,east,valid,6911
-76.27043,156.44332,south,east,valid,6912
-76.26757,156.44486,south,east,valid,6913
-76.26871,156.44923,south,east,valid,6914
-76.27049,156.44691,south,east,valid,6915
-76.26703,156.44833,south,east,valid,6916
-76.28286,156.40906,south,east,valid,6917
-76.27926,156.42027,south,east,valid,6918
-76.29006,156.37444,south,east,valid,6919
-76.28912,156.41081,south,east,valid,6920
-76.2827,156.44476,south,east,valid,6921
-76.28663,156.44656,south,east,valid,6922
-76.28653,156.44095,south,east,valid,6923
-76.28257,156.46062,south,east,valid,6924
-76.28466,156.45988,south,east,valid,6925
-76.28163,156.4638,south,east,valid,6926
-76.28707,156.4607,south,east,valid,6927
-76.28498,156.46089,south,east,valid,6928
-76.2805,156.44409,south,east,valid,6929
-76.28599,156.44997,south,east,valid,6930
-76.28217,156.46237,south,east,valid,6931
-76.28575,156.49583,south,east,valid,6932
-76.28479,156.46238,south,east,valid,6933
-76.28251,156.47597,south,east,valid,6934
-76.28384,156.43736,south,east,valid,6935
-76.28322,156.45294,south,east,valid,6936
-76.2901,156.45746,south,east,valid,6937
-76.28583,156.43812,south,east,valid,6938
-76.28451,156.46501,south,east,valid,6939
-76.28453,156.46033,south,east,valid,6940
-76.28521,156.44383,south,east,valid,6941
-76.28754,156.46724,south,east,valid,6942
-76.28808,156.43718,south,east,valid,6943
-76.28336,156.45035,south,east,valid,6944
-76.28237,156.46321,south,east,valid,6945
-76.28751,156.43651,south,east,valid,6946
-76.28387,156.46894,south,east,valid,6947
-76.2845,156.46274,south,east,valid,6948
-76.28621,156.46293,south,east,valid,6949
-76.28897,156.46496,south,east,valid,6950
-76.28988,156.45625,south,east,valid,6951
-76.28144,156.46482,south,east,valid,6952
-76.2915,156.44504,south,east,valid,6953
-76.28815,156.46854,south,east,valid,6954
-76.28853,156.46812,south,east,valid,6955
-76.2829,156.46722,south,east,valid,6956
-76.29311,156.43586,south,east,valid,6957
-76.28377,156.46178,south,east,valid,6958
-76.28484,156.43904,south,east,valid,6959
-76.28604,156.45003,south,east,valid,6960
-76.29205,156.44469,south,east,valid,6961
-76.28296,156.45927,south,east,valid,6962
-76.28864,156.43379,south,east,valid,6963
-76.28747,156.44953,south,east,valid,6964
-76.28762,156.44817,south,east,valid,6965
-76.28409,156.46138,south,east,valid,6966
-76.28574,156.45715,south,east,valid,6967
-76.28317,156.46285,south,east,valid,6968
-76.2823,156.46199,south,east,valid,6969
-76.28774,156.43651,south,east,valid,6970
-76.2858,156.46845,south,east,valid,6971
-76.28233,156.47658,south,east,valid,6972
-76.28535,156.44404,south,east,valid,6973
-76.28668,156.44017,south,east,valid,6974
-76.28425,156.43685,south,east,valid,6975
-76.28739,156.43946,south,east,valid,6976
-76.28402,156.43617,south,east,valid,6977
-76.28734,156.46046,south,east,valid,6978
-76.28653,156.44975,south,east,valid,6979
-76.28725,156.43734,south,east,valid,6980
-76.28241,156.46228,south,east,valid,6981
-76.29001,156.43971,south,east,valid,6982
-76.28631,156.43429,south,east,valid,6983
-76.2874,156.43731,south,east,valid,6984
-76.28324,156.46829,south,east,valid,6985
-76.2826,156.4618,south,east,valid,6986
-76.28526,156.45039,south,east,valid,6987
-76.28631,156.44991,south,east,valid,6988
-76.28735,156.43985,south,east,valid,6989
-76.28235,156.44806,south,east,valid,6990
-76.288,156.44045,south,east,valid,6991
-76.2886,156.43297,south,east,valid,6992
-76.28187,156.45518,south,east,valid,6993
-76.28373,156.45834,south,east,valid,6994
-76.28198,156.45502,south,east,valid,6995
-76.28427,156.45955,south,east,valid,6996
-76.28563,156.43868,south,east,valid,6997
-76.28516,156.46083,south,east,valid,6998
-76.28732,156.44992,south,east,valid,6999
-76.28127,156.45632,south,east,valid,7000
-76.28373,156.46717,south,east,valid,7001
-76.28738,156.44134,south,east,valid,7002
-76.28538,156.43421,south,east,valid,7003
-76.28958,156.4563,south,east,valid,7004
-76.28587,156.44218,south,east,valid,7005
-76.28071,156.45093,south,east,valid,7006
-76.28238,156.49532,south,east,valid,7007
-76.27318,156.5121,south,east,valid,7008
-76.2864,156.49366,south,east,valid,7009
-76.27266,156.50435,south,east,valid,7010
-76.28274,156.47277,south,east,valid,7011
-76.28545,156.48241,south,east,valid,7012
-76.28565,156.48143,south,east,valid,7013
-76.27908,156.53304,south,east,valid,7014
-76.28716,156.48633,south,east,valid,7015
-76.28196,156.47777,south,east,valid,7016
-76.28683,156.48353,south,east,valid,7017
-76.28015,156.48001,south,east,valid,7018
-76.28681,156.49212,south,east,valid,7019
-76.28281,156.50549,south,east,valid,7020
-76.27793,156.48952,south,east,valid,7021
-76.27538,156.5118,south,east,valid,7022
-76.27989,156.48137,south,east,valid,7023
-76.2661,156.51827,south,east,valid,7024
-76.2873,156.48477,south,east,valid,7025
-76.27994,156.50071,south,east,valid,7026
-76.28021,156.51229,south,east,valid,7027
-76.28259,156.51107,south,east,valid,7028
-76.28183,156.51071,south,east,valid,7029
-76.28264,156.49639,south,east,valid,7030
-76.28631,156.4723,south,east,valid,7031
-76.28339,156.5057,south,east,valid,7032
-76.28258,156.48919,south,east,valid,7033
-76.28686,156.47994,south,east,valid,7034
-76.28739,156.47888,south,east,valid,7035
-76.28501,156.47914,south,east,valid,7036
-76.26597,156.50659,south,east,valid,7037
-76.28466,156.4818,south,east,valid,7038
-76.26919,156.51864,south,east,valid,7039
-76.27481,156.50133,south,east,valid,7040
-76.27276,156.4982,south,east,valid,7041
-76.27915,156.49366,south,east,valid,7042
-76.2699,156.50559,south,east,valid,7043
-76.28292,156.48989,south,east,valid,7044
-76.28538,156.4963,south,east,valid,7045
-76.28485,156.50481,south,east,valid,7046
-76.28791,156.47642,south,east,valid,7047
-76.28503,156.4941,south,east,valid,7048
-76.28454,156.48191,south,east,valid,7049
-76.27403,156.50263,south,east,valid,7050
-76.26579,156.50732,south,east,valid,7051
-76.28667,156.4847,south,east,valid,7052
-76.28205,156.4896,south,east,valid,7053
-76.27256,156.51212,south,east,valid,7054
-76.28009,156.47999,south,east,valid,7055
-76.28569,156.49453,south,east,valid,7056
-76.27498,156.50899,south,east,valid,7057
-76.27835,156.49957,south,east,valid,7058
-76.28771,156.48194,south,east,valid,7059
-76.28175,156.50481,south,east,valid,7060
-76.28452,156.48347,south,east,valid,7061
-76.26933,156.52623,south,east,valid,7062
-76.28555,156.47914,south,east,valid,7063
-76.27455,156.51232,south,east,valid,7064
-76.28536,156.49204,south,east,valid,7065
-76.28236,156.50707,south,east,valid,7066
-76.28622,156.49326,south,east,valid,7067
-76.28497,156.49383,south,east,valid,7068
-76.27089,156.4956,south,east,valid,7069
-76.28185,156.4799,south,east,valid,7070
-76.28509,156.48139,south,east,valid,7071
-76.27688,156.49172,south,east,valid,7072
-76.2806,156.49971,south,east,valid,7073
-76.28458,156.5046,south,east,valid,7074
-76.28211,156.50602,south,east,valid,7075
-76.28791,156.49406,south,east,valid,7076
-76.28431,156.47701,south,east,valid,7077
-76.27526,156.5331,south,east,valid,7078
-76.27998,156.48021,south,east,valid,7079
-76.28351,156.4814,south,east,valid,7080
-76.28729,156.47585,south,east,valid,7081
-76.26876,156.5134,south,east,valid,7082
-76.27316,156.49865,south,east,valid,7083
-76.28118,156.49524,south,east,valid,7084
-76.28461,156.50459,south,east,valid,7085
-76.26825,156.49748,south,east,valid,7086
-76.2733,156.48695,south,east,valid,7087
-76.28384,156.47414,south,east,valid,7088
-76.28806,156.47053,south,east,valid,7089
-76.26869,156.49893,south,east,valid,7090
-76.26579,156.5072,south,east,valid,7091
-76.27453,156.4303,south,east,valid,7092
-76.26684,156.44993,south,east,valid,7093
-76.2692,156.46374,south,east,valid,7094
-76.26769,156.44136,south,east,valid,7095
-76.27121,156.43555,south,east,valid,7096
-76.26855,156.4379,south,east,valid,7097
-76.27487,156.43434,south,east,valid,7098
-76.27689,156.43492,south,east,valid,7099
-76.2757,156.42476,south,east,valid,7100
-76.26946,156.43994,south,east,valid,7101
-76.2705,156.43542,south,east,valid,7102
-76.27406,156.43205,south,east,valid,7103
-76.27509,156.42969,south,east,valid,7104
-76.27432,156.44064,south,east,valid,7105
-76.2735,156.43041,south,east,valid,7106
-76.27447,156.44173,south,east,valid,7107
-76.26857,156.4367,south,east,valid,7108
-76.26955,156.43758,south,east,valid,7109
-76.27239,156.4328,south,east,valid,7110
-76.26984,156.43535,south,east,valid,7111
-76.27538,156.42935,south,east,valid,7112
-76.2721,156.42752,south,east,valid,7113
-76.27182,156.43385,south,east,valid,7114
-76.26729,156.44219,south,east,valid,7115
-76.27668,156.52532,south,east,valid,7116
-76.26747,156.44206,south,east,valid,7117
-76.26758,156.44114,south,east,valid,7118
-76.27406,156.43688,south,east,valid,7119
-76.27449,156.42786,south,east,valid,7120
-76.27827,156.43924,south,east,valid,7121
-76.27457,156.43029,south,east,valid,7122
-76.27646,156.43239,south,east,valid,7123
-76.27253,156.43308,south,east,valid,7124
-76.27362,156.43083,south,east,valid,7125
-76.26823,156.43962,south,east,valid,7126
-76.27103,156.43809,south,east,valid,7127
-76.27111,156.43756,south,east,valid,7128
-76.27205,156.43567,south,east,valid,7129
-76.27683,156.43768,south,east,valid,7130
-76.27573,156.43087,south,east,valid,7131
-76.27112,156.43603,south,east,valid,7132
-76.27835,156.42811,south,east,valid,7133
-76.27537,156.44138,south,east,valid,7134
-76.27323,156.43365,south,east,valid,7135
-76.27207,156.43683,south,east,valid,7136
-76.27247,156.43459,south,east,valid,7137
-76.26762,156.44101,south,east,valid,7138
-76.26923,156.43909,south,east,valid,7139
-76.26804,156.43741,south,east,valid,7140
-76.26962,156.44056,south,east,valid,7141
-76.27678,156.43611,south,east,valid,7142
-76.26852,156.44275,south,east,valid,7143
-76.27885,156.43785,south,east,valid,7144
-76.26822,156.43949,south,east,valid,7145
-76.27072,156.43456,south,east,valid,7146
-76.26747,156.44215,south,east,valid,7147
-76.27599,156.43265,south,east,valid,7148
-76.27534,156.44146,south,east,valid,7149
-76.27045,156.43824,south,east,valid,7150
-76.27015,156.43852,south,east,valid,7151
-76.27696,156.43943,south,east,valid,7152
-76.26868,156.44126,south,east,valid,7153
-76.2776,156.43493,south,east,valid,7154
-76.2713,156.43391,south,east,valid,7155
-76.27104,156.4357,south,east,valid,7156
-76.2686,156.43729,south,east,valid,7157
-76.27417,156.43974,south,east,valid,7158
-76.27404,156.43113,south,east,valid,7159
-76.26785,156.44033,south,east,valid,7160
-76.2675,156.44222,south,east,valid,7161
-76.27103,156.43552,south,east,valid,7162
-76.26811,156.43844,south,east,valid,7163
-76.27334,156.44288,south,east,valid,7164
-76.27802,156.47659,south,east,valid,7165
-76.27151,156.45692,south,east,valid,7166
-76.27739,156.42205,south,east,valid,7167
-76.27163,156.44231,south,east,valid,7168
-76.03785,156.13964,south,east,valid,7169
-76.02353,155.79752,south,east,valid,7170
-76.05436,156.25816,south,east,valid,7171
-76.03165,156.01934,south,east,valid,7172
-76.03298,156.298,south,east,valid,7173
-76.04972,156.45457,south,east,valid,7174
-76.01942,155.98163,south,east,valid,7175
-76.04154,156.27207,south,east,valid,7176
-76.01942,155.98152,south,east,valid,7177
-76.0194,155.97922,south,east,valid,7178
-76.02796,156.03839,south,east,valid,7179
-76.0819,156.02116,south,east,valid,7180
-76.01854,155.87893,south,east,valid,7181
-76.05208,156.02921,south,east,valid,7182
-76.05005,156.0315,south,east,valid,7183
-76.08199,156.0206,south,east,valid,7184
-76.08189,156.02026,south,east,valid,7185
-76.08186,156.02074,south,east,valid,7186
-76.03863,156.07439,south,east,valid,7187
-76.04907,156.03402,south,east,valid,7188
-76.08193,156.02126,south,east,valid,7189
-76.02456,156.01923,south,east,valid,7190
-76.04656,156.44532,south,east,valid,7191
-76.08257,156.01928,south,east,valid,7192
-76.05229,156.26121,south,east,valid,7193
-76.05212,156.26191,south,east,valid,7194
-76.05218,156.26143,south,east,valid,7195
-76.01183,155.80682,south,east,valid,7196
-76.05086,156.00568,south,east,valid,7197
-76.07441,155.92739,south,east,valid,7198
-76.02319,155.8876,south,east,valid,7199
-76.04065,156.10743,south,east,valid,7200
-76.03088,156.00672,south,east,valid,7201
-76.04015,156.12512,south,east,valid,7202
-76.01907,155.70093,south,east,valid,7203
-76.03508,155.84404,south,east,valid,7204
-76.01488,155.73612,south,east,valid,7205
-76.03705,156.12958,south,east,valid,7206
-76.04524,156.26793,south,east,valid,7207
-76.02506,155.91241,south,east,valid,7208
-76.0652,156.00931,south,east,valid,7209
-76.05511,156.03014,south,east,valid,7210
-76.05565,156.27849,south,east,valid,7211
-75.99244,155.57338,south,east,valid,7212
-76.09729,156.23008,south,east,valid,7213
-76.04682,155.97254,south,east,valid,7214
-76.02643,155.90985,south,east,valid,7215
-76.03863,155.90865,south,east,valid,7216
-76.04583,156.19073,south,east,valid,7217
-76.02936,155.99999,south,east,valid,7218
-76.05451,156.01421,south,east,valid,7219
-76.01319,155.65975,south,east,valid,7220
-76.07368,156.09365,south,east,valid,7221
-76.02017,155.99339,south,east,valid,7222
-76.05257,156.05525,south,east,valid,7223
-76.05532,156.03296,south,east,valid,7224
-76.05727,156.31412,south,east,valid,7225
-76.0233,155.72747,south,east,valid,7226
-76.05945,155.8646,south,east,valid,7227
-76.04893,156.42579,south,east,valid,7228
-76.06623,156.00851,south,east,valid,7229
-76.03049,155.79297,south,east,valid,7230
-76.05506,156.30897,south,east,valid,7231
-76.03829,156.02557,south,east,valid,7232
-76.03686,156.20215,south,east,valid,7233
-76.08372,155.98715,south,east,valid,7234
-76.10634,155.98465,south,east,valid,7235
-76.06921,156.17207,south,east,valid,7236
-76.05977,156.01113,south,east,valid,7237
-76.09148,155.99633,south,east,valid,7238
-76.05045,156.21656,south,east,valid,7239
-76.09741,155.99468,south,east,valid,7240
-76.05375,156.2343,south,east,valid,7241
-76.0539,156.34312,south,east,valid,7242
-76.03863,156.24095,south,east,valid,7243
-76.03095,156.03015,south,east,valid,7244
-76.10147,156.25052,south,east,valid,7245
-76.0596,156.04847,south,east,valid,7246
-76.03839,156.12372,south,east,valid,7247
-76.11219,156.02592,south,east,valid,7248
-76.04127,156.09182,south,east,valid,7249
-76.09364,156.16849,south,east,valid,7250
-76.04222,156.12818,south,east,valid,7251
-76.04038,156.15423,south,east,valid,7252
-76.04295,156.11392,south,east,valid,7253
-76.03115,156.03118,south,east,valid,7254
-76.04583,156.45769,south,east,valid,7255
-76.07348,156.06875,south,east,valid,7256
-76.10605,155.99312,south,east,valid,7257
-76.08364,156.23183,south,east,valid,7258
-76.06445,156.02009,south,east,valid,7259
-76.0184,155.87737,south,east,valid,7260
-76.04799,156.09201,south,east,valid,7261
-76.04439,156.32457,south,east,valid,7262
-76.03307,156.19815,south,east,valid,7263
-76.03396,156.14349,south,east,valid,7264
-76.0381,156.1155,south,east,valid,7265
-76.01494,155.84738,south,east,valid,7266
-76.04157,156.3003,south,east,valid,7267
-76.07937,156.05797,south,east,valid,7268
-76.04775,156.18965,south,east,valid,7269
-76.03701,156.12981,south,east,valid,7270
-76.04946,156.18946,south,east,valid,7271
-76.06641,156.01349,south,east,valid,7272
-76.07912,156.05916,south,east,valid,7273
-76.04206,156.06589,south,east,valid,7274
-76.03725,156.12381,south,east,valid,7275
-76.03368,156.18817,south,east,valid,7276
-76.06102,156.08084,south,east,valid,7277
-76.04364,156.13081,south,east,valid,7278
-76.03951,156.07932,south,east,valid,7279
-76.05238,156.16419,south,east,valid,7280
-76.07056,156.0177,south,east,valid,7281
-76.05721,156.33781,south,east,valid,7282
-76.11494,156.02434,south,east,valid,7283
-76.05608,156.2619,south,east,valid,7284
-76.04175,156.29929,south,east,valid,7285
-76.099,156.17471,south,east,valid,7286
-76.10669,155.99759,south,east,valid,7287
-76.04884,156.42619,south,east,valid,7288
-76.05125,156.42403,south,east,valid,7289
-76.05117,156.44728,south,east,valid,7290
-76.04886,156.3571,south,east,valid,7291
-76.04164,156.27296,south,east,valid,7292
-76.04911,156.33523,south,east,valid,7293
-76.08197,156.02168,south,east,valid,7294
-76.04586,156.32651,south,east,valid,7295
-76.05402,156.34214,south,east,valid,7296
-76.06999,155.87635,south,east,valid,7297
-76.03271,156.01635,south,east,valid,7298
-76.02328,155.96946,south,east,valid,7299
-76.01575,155.85543,south,east,valid,7300
-76.04838,155.85669,south,east,valid,7301
-76.04253,155.89742,south,east,valid,7302
-76.02664,156.02542,south,east,valid,7303
-76.01838,155.87604,south,east,valid,7304
-76.01335,155.82959,south,east,valid,7305
-76.01179,155.81476,south,east,valid,7306
-76.03058,155.91015,south,east,valid,7307
-76.01302,155.70581,south,east,valid,7308
-76.01939,155.9807,south,east,valid,7309
-76.04508,156.03077,south,east,valid,7310
-76.04765,156.02544,south,east,valid,7311
-76.03859,156.05463,south,east,valid,7312
-76.02254,156.02779,south,east,valid,7313
-76.02632,156.04138,south,east,valid,7314
-76.03062,156.03564,south,east,valid,7315
-76.03351,156.02232,south,east,valid,7316
-76.04097,156.30162,south,east,valid,7317
-76.03595,155.9513,south,east,valid,7318
-76.02051,155.73676,south,east,valid,7319
-76.04025,155.87049,south,east,valid,7320
-76.01364,155.7597,south,east,valid,7321
-76.01295,155.83949,south,east,valid,7322
-76.01486,155.85108,south,east,valid,7323
-76.02138,155.99401,south,east,valid,7324
-76.05059,155.99666,south,east,valid,7325
-76.06436,155.96937,south,east,valid,7326
-76.03991,156.01165,south,east,valid,7327
-76.05237,156.01825,south,east,valid,7328
-76.02859,156.04526,south,east,valid,7329
-76.04354,156.00941,south,east,valid,7330
-76.04861,156.02614,south,east,valid,7331
-76.03313,156.03233,south,east,valid,7332
-76.04213,156.04118,south,east,valid,7333
-76.0467,156.02325,south,east,valid,7334
-76.06034,156.00718,south,east,valid,7335
-76.0223,156.0275,south,east,valid,7336
-76.03404,156.03093,south,east,valid,7337
-76.04507,156.05937,south,east,valid,7338
-76.03811,156.02096,south,east,valid,7339
-76.06201,156.01401,south,east,valid,7340
-76.03542,156.02306,south,east,valid,7341
-76.05332,156.00752,south,east,valid,7342
-76.04561,156.0322,south,east,valid,7343
-76.05342,156.00834,south,east,valid,7344
-76.06636,155.99522,south,east,valid,7345
-76.02244,156.02742,south,east,valid,7346
-76.05605,156.03324,south,east,valid,7347
-76.02375,155.96475,south,east,valid,7348
-76.04009,156.04951,south,east,valid,7349
-76.02624,156.04321,south,east,valid,7350
-76.04512,156.02739,south,east,valid,7351
-76.05777,155.95762,south,east,valid,7352
-76.04261,156.01511,south,east,valid,7353
-76.05754,155.9982,south,east,valid,7354
-76.05668,155.97864,south,east,valid,7355
-76.02154,156.03199,south,east,valid,7356
-76.04222,155.94038,south,east,valid,7357
-76.29083,157.26667,south,east,valid,7358
-76.33,157.24278,south,east,valid,7359
-76.29,157.23833,south,east,valid,7360
-76.29167,157.23945,south,east,valid,7361
-76.29111,157.23944,south,east,valid,7362
