meteorite_id,location_key,time_key,classification_key,mass_g,severity_score,mass_category,fall_found_flag,location_quality
53406,38,46,137,75.9,1.0,small,found,valid
53407,38,46,137,108.0,2.0,medium,found,valid
53408,38,46,105,34.0,1.0,small,found,valid
54186,38,46,177,62.8,1.0,small,found,valid
53409,38,46,141,67.2,1.0,small,found,valid
53410,38,46,131,38.5,1.0,small,found,valid
55907,38,46,177,85.9,1.0,small,found,valid
55908,38,46,177,95.2,1.0,small,found,valid
54957,38,46,141,106.0,2.0,medium,found,valid
55909,38,46,177,104.9,2.0,medium,found,valid
54958,38,46,23,104.0,2.0,medium,found,valid
55910,38,46,177,60.1,1.0,small,found,valid
55911,38,46,177,67.5,1.0,small,found,valid
54959,38,46,23,73.4,1.0,small,found,valid
54960,38,46,141,71.3,1.0,small,found,valid
54961,38,46,105,54.3,1.0,small,found,valid
54187,38,46,141,25.6,1.0,small,found,valid
54188,38,46,137,11.1,1.0,small,found,valid
54189,38,46,108,11.3,1.0,small,found,valid
54190,38,46,23,25.0,1.0,small,found,valid
54191,38,46,108,29.7,1.0,small,found,valid
54192,38,46,141,18.0,1.0,small,found,valid
54193,38,46,23,13.4,1.0,small,found,valid
54194,38,46,141,8.2,1.0,tiny,found,valid
54195,38,46,131,15.3,1.0,small,found,valid
54196,38,46,137,14.6,1.0,small,found,valid
54197,38,46,137,14.8,1.0,small,found,valid
54198,38,46,141,4.5,1.0,tiny,found,valid
54199,38,46,141,5.9,1.0,tiny,found,valid
54200,38,46,23,5.1,1.0,tiny,found,valid
54201,38,46,23,4.9,1.0,tiny,found,valid
54202,38,46,137,2.5,1.0,tiny,found,valid
54203,38,46,105,2.2,1.0,tiny,found,valid
54204,38,46,141,4.0,1.0,tiny,found,valid
54205,38,46,23,0.8,1.0,tiny,found,valid
54206,38,46,23,1.7,1.0,tiny,found,valid
54207,38,46,137,7.6,1.0,tiny,found,valid
54208,38,46,141,0.3,1.0,tiny,found,valid
54209,38,46,137,7.9,1.0,tiny,found,valid
54210,38,46,177,0.5,1.0,tiny,found,valid
54211,38,46,23,3.5,1.0,tiny,found,valid
54212,38,46,23,13.0,1.0,small,found,valid
54213,38,46,137,5.5,1.0,tiny,found,valid
54214,38,46,141,4.3,1.0,tiny,found,valid
54215,38,46,23,5.0,1.0,tiny,found,valid
54216,38,46,23,42.6,1.0,small,found,valid
54217,38,46,141,39.8,1.0,small,found,valid
54218,38,46,141,19.7,1.0,small,found,valid
54219,38,46,105,31.0,1.0,small,found,valid
54220,38,46,141,49.5,1.0,small,found,valid
54221,38,46,141,14.4,1.0,small,found,valid
54222,38,46,141,7.9,1.0,tiny,found,valid
54223,38,46,108,5.0,1.0,tiny,found,valid
54224,38,46,105,21.0,1.0,small,found,valid
54225,38,46,23,57.6,1.0,small,found,valid
55912,38,46,105,85.6,1.0,small,found,valid
55913,38,46,176,19.8,1.0,small,found,valid
53411,38,46,105,43.3,1.0,small,found,valid
55914,38,46,176,6.4,1.0,tiny,found,valid
55915,38,46,23,60.1,1.0,small,found,valid
55916,38,46,23,131.4,2.0,medium,found,valid
55917,38,46,108,105.7,2.0,medium,found,valid
55918,38,46,218,17.4,1.0,small,found,valid
55919,38,46,23,83.2,1.0,small,found,valid
54962,38,46,23,85.9,1.0,small,found,valid
55920,38,46,226,94.2,1.0,small,found,valid
55921,38,46,405,8.9,1.0,tiny,found,valid
55922,38,46,177,7.1,1.0,tiny,found,valid
55923,38,46,273,10.0,1.0,tiny,found,valid
54963,38,46,23,6.4,1.0,tiny,found,valid
54964,38,46,137,13.9,1.0,small,found,valid
54965,38,46,23,16.7,1.0,small,found,valid
54966,38,46,23,11.7,1.0,small,found,valid
54967,38,46,105,21.0,1.0,small,found,valid
53412,38,46,212,2.0,1.0,tiny,found,valid
53413,38,46,177,1.1,1.0,tiny,found,valid
53414,38,46,105,7.9,1.0,tiny,found,valid
53415,38,46,23,2.4,1.0,tiny,found,valid
53416,38,46,105,3.4,1.0,tiny,found,valid
53417,38,46,141,1.1,1.0,tiny,found,valid
53418,38,46,105,0.9,1.0,tiny,found,valid
53419,38,46,105,1.2,1.0,tiny,found,valid
53420,38,46,177,1.2,1.0,tiny,found,valid
53421,38,46,105,2.8,1.0,tiny,found,valid
53422,38,46,105,6.7,1.0,tiny,found,valid
53423,38,46,108,10.0,1.0,tiny,found,valid
53424,38,46,105,3.1,1.0,tiny,found,valid
53425,38,46,105,3.0,1.0,tiny,found,valid
53426,38,46,105,6.0,1.0,tiny,found,valid
53427,38,46,23,13.8,1.0,small,found,valid
53428,38,46,23,8.0,1.0,tiny,found,valid
53429,38,46,105,14.9,1.0,small,found,valid
53430,38,46,105,7.5,1.0,tiny,found,valid
53431,38,46,105,10.2,1.0,small,found,valid
53432,38,46,180,3.6,1.0,tiny,found,valid
53433,38,46,141,0.5,1.0,tiny,found,valid
53434,38,46,105,4.0,1.0,tiny,found,valid
44572,148,82,23,25.7,1.0,small,found,missing
53435,38,46,137,3.5,1.0,tiny,found,valid
53436,38,46,105,1.7,1.0,tiny,found,valid
53437,38,46,23,2.1,1.0,tiny,found,valid
53438,38,46,105,1.2,1.0,tiny,found,valid
53439,38,46,177,4.2,1.0,tiny,found,valid
53440,38,46,23,5.9,1.0,tiny,found,valid
53441,38,46,105,2.7,1.0,tiny,found,valid
53442,38,46,303,2.0,1.0,tiny,found,valid
53443,38,46,105,3.9,1.0,tiny,found,valid
53444,38,46,105,2.1,1.0,tiny,found,valid
53445,38,46,105,1.7,1.0,tiny,found,valid
53446,38,46,105,3.0,1.0,tiny,found,valid
54226,38,46,108,4.5,1.0,tiny,found,valid
53447,38,46,141,2.5,1.0,tiny,found,valid
53448,38,46,105,8.6,1.0,tiny,found,valid
53449,38,46,141,0.5,1.0,tiny,found,valid
53450,38,46,23,6.5,1.0,tiny,found,valid
53451,38,46,202,4.7,1.0,tiny,found,valid
53452,38,46,141,0.6,1.0,tiny,found,valid
54227,38,46,177,2.8,1.0,tiny,found,valid
53453,38,46,177,0.7,1.0,tiny,found,valid
53454,38,46,137,2.9,1.0,tiny,found,valid
53455,38,46,137,1.2,1.0,tiny,found,valid
53456,38,46,177,2.4,1.0,tiny,found,valid
53457,38,46,105,8.2,1.0,tiny,found,valid
53458,38,46,23,1.8,1.0,tiny,found,valid
53459,38,46,141,1.4,1.0,tiny,found,valid
53460,38,46,105,0.9,1.0,tiny,found,valid
53461,38,46,177,1.3,1.0,tiny,found,valid
53462,38,46,105,6.4,1.0,tiny,found,valid
53463,38,46,105,3.6,1.0,tiny,found,valid
54228,38,46,154,0.8,1.0,tiny,found,valid
53464,38,46,105,2.5,1.0,tiny,found,valid
53465,38,46,202,3.2,1.0,tiny,found,valid
53466,38,46,105,1.6,1.0,tiny,found,valid
53467,38,46,141,2.9,1.0,tiny,found,valid
53468,38,46,105,1.6,1.0,tiny,found,valid
54229,38,46,105,2.4,1.0,tiny,found,valid
54230,38,46,141,7.4,1.0,tiny,found,valid
54231,38,46,105,2.7,1.0,tiny,found,valid
54232,38,46,137,2.4,1.0,tiny,found,valid
54233,38,46,131,6.6,1.0,tiny,found,valid
54234,38,46,105,3.1,1.0,tiny,found,valid
54235,38,46,105,2.7,1.0,tiny,found,valid
54236,38,46,105,9.0,1.0,tiny,found,valid
54237,38,46,23,6.1,1.0,tiny,found,valid
44573,148,82,141,5060.0,3.0,large,found,missing
54238,38,46,177,1.3,1.0,tiny,found,valid
54239,38,46,105,0.7,1.0,tiny,found,valid
54240,38,46,105,0.9,1.0,tiny,found,valid
54241,38,46,108,0.9,1.0,tiny,found,valid
54242,38,46,105,0.9,1.0,tiny,found,valid
54243,38,46,105,1.1,1.0,tiny,found,valid
54244,38,46,105,1.0,1.0,tiny,found,valid
54245,38,46,137,1.8,1.0,tiny,found,valid
54246,38,46,105,4.8,1.0,tiny,found,valid
54247,38,46,105,1.7,1.0,tiny,found,valid
54248,38,46,23,2.1,1.0,tiny,found,valid
54249,38,46,108,1.2,1.0,tiny,found,valid
54250,38,46,23,4.0,1.0,tiny,found,valid
54251,38,46,131,1.3,1.0,tiny,found,valid
54252,38,46,23,1.8,1.0,tiny,found,valid
54253,38,46,105,2.9,1.0,tiny,found,valid
54254,38,46,137,3.8,1.0,tiny,found,valid
54255,38,46,137,4.3,1.0,tiny,found,valid
54256,38,46,105,1.5,1.0,tiny,found,valid
54257,38,46,105,1.8,1.0,tiny,found,valid
54258,38,46,105,2.9,1.0,tiny,found,valid
54259,38,46,141,18.6,1.0,small,found,valid
54260,38,46,141,11.2,1.0,small,found,valid
54261,38,46,177,8.3,1.0,tiny,found,valid
54262,38,46,23,1.2,1.0,tiny,found,valid
54263,38,46,105,0.8,1.0,tiny,found,valid
54264,38,46,141,2.3,1.0,tiny,found,valid
54265,38,46,105,1.7,1.0,tiny,found,valid
54266,38,46,105,0.6,1.0,tiny,found,valid
54267,38,46,105,1.6,1.0,tiny,found,valid
54268,38,46,105,1.0,1.0,tiny,found,valid
54968,38,46,105,57.5,1.0,small,found,valid
54969,38,46,23,92.3,1.0,small,found,valid
54970,38,46,105,85.3,1.0,small,found,valid
54971,38,46,23,68.8,1.0,small,found,valid
54972,38,46,23,98.0,1.0,small,found,valid
55924,38,46,202,58.8,1.0,small,found,valid
54973,38,46,105,52.0,1.0,small,found,valid
54974,38,46,105,31.8,1.0,small,found,valid
54975,38,46,23,50.5,1.0,small,found,valid
55925,38,46,105,43.1,1.0,small,found,valid
55926,38,46,105,67.6,1.0,small,found,valid
55927,38,46,108,33.3,1.0,small,found,valid
55928,38,46,141,55.0,1.0,small,found,valid
55929,38,46,105,79.9,1.0,small,found,valid
55930,38,46,105,58.4,1.0,small,found,valid
17157,148,93,135,749.0,2.0,medium,found,missing
55931,38,46,147,35.9,1.0,small,found,valid
55932,38,46,105,8.6,1.0,tiny,found,valid
55933,38,46,105,6.0,1.0,tiny,found,valid
55934,38,46,105,29.4,1.0,small,found,valid
54269,38,46,105,0.9,1.0,tiny,found,valid
54270,38,46,108,1.3,1.0,tiny,found,valid
54271,38,46,105,0.4,1.0,tiny,found,valid
54272,38,46,23,1.5,1.0,tiny,found,valid
54273,38,46,141,1.9,1.0,tiny,found,valid
54274,38,46,105,0.9,1.0,tiny,found,valid
54275,38,46,105,1.6,1.0,tiny,found,valid
54276,38,46,177,2.2,1.0,tiny,found,valid
54277,38,46,177,2.0,1.0,tiny,found,valid
54278,38,46,105,1.7,1.0,tiny,found,valid
54279,38,46,141,10.9,1.0,small,found,valid
54280,38,46,131,1.3,1.0,tiny,found,valid
54281,38,46,23,3.9,1.0,tiny,found,valid
54282,38,46,23,5.6,1.0,tiny,found,valid
54283,38,46,141,4.1,1.0,tiny,found,valid
54284,38,46,137,7.7,1.0,tiny,found,valid
54285,38,46,105,3.2,1.0,tiny,found,valid
54286,38,46,177,4.3,1.0,tiny,found,valid
54287,38,46,137,7.4,1.0,tiny,found,valid
54288,38,46,177,2.5,1.0,tiny,found,valid
54289,38,46,218,0.9,1.0,tiny,found,valid
54976,38,46,180,15.3,1.0,small,found,valid
54290,38,46,23,21.1,1.0,small,found,valid
54291,38,46,176,7.9,1.0,tiny,found,valid
54292,38,46,154,1.1,1.0,tiny,found,valid
54293,38,46,23,1.1,1.0,tiny,found,valid
54294,38,46,177,8.6,1.0,tiny,found,valid
54295,38,46,23,19.6,1.0,small,found,valid
54296,38,46,105,5.2,1.0,tiny,found,valid
54297,38,46,141,25.3,1.0,small,found,valid
54977,38,46,141,98.6,1.0,small,found,valid
55935,38,46,177,38.7,1.0,small,found,valid
54978,38,46,141,46.1,1.0,small,found,valid
55936,38,46,177,33.9,1.0,small,found,valid
55937,38,46,177,43.0,1.0,small,found,valid
54979,38,46,141,82.4,1.0,small,found,valid
54980,38,46,141,38.9,1.0,small,found,valid
55938,38,46,177,32.6,1.0,small,found,valid
55939,38,46,131,81.0,1.0,small,found,valid
55940,38,46,177,30.6,1.0,small,found,valid
54981,38,46,141,25.7,1.0,small,found,valid
55941,38,46,177,14.0,1.0,small,found,valid
55942,38,46,177,9.1,1.0,tiny,found,valid
55943,38,46,177,26.7,1.0,small,found,valid
55944,38,46,177,25.6,1.0,small,found,valid
55945,38,46,177,8.8,1.0,tiny,found,valid
55946,38,46,177,14.3,1.0,small,found,valid
55947,38,46,177,10.1,1.0,small,found,valid
55948,38,46,177,13.6,1.0,small,found,valid
55949,38,46,177,7.3,1.0,tiny,found,valid
55950,38,46,177,21.3,1.0,small,found,valid
54982,38,46,108,14.1,1.0,small,found,valid
54983,38,46,108,25.4,1.0,small,found,valid
55951,38,46,177,31.4,1.0,small,found,valid
55952,38,46,177,20.0,1.0,small,found,valid
54984,38,46,141,20.0,1.0,small,found,valid
54985,38,46,23,25.9,1.0,small,found,valid
54986,38,46,141,25.1,1.0,small,found,valid
55953,38,46,177,0.0,1.0,tiny,found,valid
54987,38,46,141,9.2,1.0,tiny,found,valid
53469,38,46,177,65.4,1.0,small,found,valid
53470,38,46,141,2.0,1.0,tiny,found,valid
53471,38,46,177,3.4,1.0,tiny,found,valid
54298,38,46,177,15.9,1.0,small,found,valid
53472,38,46,141,15.9,1.0,small,found,valid
53473,38,46,177,4.6,1.0,tiny,found,valid
54299,38,46,177,5.9,1.0,tiny,found,valid
54300,38,46,218,2.1,1.0,tiny,found,valid
54301,38,46,177,2.1,1.0,tiny,found,valid
53474,38,46,218,1.0,1.0,tiny,found,valid
54988,38,46,137,1.6,1.0,tiny,found,valid
54989,38,46,137,1.9,1.0,tiny,found,valid
54990,38,46,141,2.1,1.0,tiny,found,valid
54991,38,46,23,3.0,1.0,tiny,found,valid
54992,38,46,105,1.9,1.0,tiny,found,valid
54993,38,46,105,1.0,1.0,tiny,found,valid
54994,38,46,137,1.3,1.0,tiny,found,valid
54995,38,46,131,0.6,1.0,tiny,found,valid
54996,38,46,108,0.7,1.0,tiny,found,valid
54997,38,46,137,2.1,1.0,tiny,found,valid
54998,38,46,137,0.8,1.0,tiny,found,valid
54999,38,46,137,3.2,1.0,tiny,found,valid
55000,38,46,131,3.1,1.0,tiny,found,valid
55001,38,46,137,0.6,1.0,tiny,found,valid
55002,38,46,137,1.5,1.0,tiny,found,valid
55003,38,46,108,9.2,1.0,tiny,found,valid
55004,38,46,137,3.2,1.0,tiny,found,valid
55005,38,46,137,2.5,1.0,tiny,found,valid
55006,38,46,131,1.6,1.0,tiny,found,valid
55007,38,46,137,0.9,1.0,tiny,found,valid
54302,38,46,137,0.6,1.0,tiny,found,valid
54303,38,46,137,0.5,1.0,tiny,found,valid
54304,38,46,137,0.7,1.0,tiny,found,valid
54305,38,46,105,1.2,1.0,tiny,found,valid
54306,38,46,177,0.9,1.0,tiny,found,valid
54307,38,46,105,1.4,1.0,tiny,found,valid
54308,38,46,137,0.6,1.0,tiny,found,valid
54309,38,46,105,3.9,1.0,tiny,found,valid
54310,38,46,137,0.9,1.0,tiny,found,valid
54311,38,46,137,2.3,1.0,tiny,found,valid
55008,38,46,137,1.8,1.0,tiny,found,valid
55009,38,46,268,2.7,1.0,tiny,found,valid
55010,38,46,137,0.3,1.0,tiny,found,valid
55011,38,46,137,3.0,1.0,tiny,found,valid
55012,38,46,137,2.8,1.0,tiny,found,valid
55013,38,46,137,1.9,1.0,tiny,found,valid
55014,38,46,105,1.7,1.0,tiny,found,valid
55015,38,46,137,0.9,1.0,tiny,found,valid
55016,38,46,137,2.3,1.0,tiny,found,valid
55017,38,46,137,0.9,1.0,tiny,found,valid
55954,38,46,23,3.1,1.0,tiny,found,valid
55955,38,46,105,61.2,1.0,small,found,valid
55956,38,46,176,6.9,1.0,tiny,found,valid
55957,38,46,105,1.2,1.0,tiny,found,valid
55958,38,46,108,0.9,1.0,tiny,found,valid
55959,38,46,177,2.3,1.0,tiny,found,valid
55960,38,46,23,6.3,1.0,tiny,found,valid
55961,38,46,105,95.4,1.0,small,found,valid
55962,38,46,105,2.2,1.0,tiny,found,valid
55963,38,46,177,1.9,1.0,tiny,found,valid
55018,38,46,137,0.3,1.0,tiny,found,valid
55019,38,46,105,1.0,1.0,tiny,found,valid
55020,38,46,137,0.6,1.0,tiny,found,valid
55021,38,46,177,4.8,1.0,tiny,found,valid
55022,38,46,131,3.0,1.0,tiny,found,valid
55023,38,46,105,1.3,1.0,tiny,found,valid
55024,38,46,137,1.7,1.0,tiny,found,valid
55025,38,46,137,2.4,1.0,tiny,found,valid
55026,38,46,137,6.3,1.0,tiny,found,valid
55027,38,46,137,2.2,1.0,tiny,found,valid
55028,38,46,105,13.5,1.0,small,found,valid
55029,38,46,131,4.9,1.0,tiny,found,valid
55030,38,46,141,5.2,1.0,tiny,found,valid
55031,38,46,141,7.8,1.0,tiny,found,valid
17158,148,93,131,999.0,2.0,medium,found,missing
55964,38,46,177,0.5,1.0,tiny,found,valid
55032,38,46,23,2.6,1.0,tiny,found,valid
55033,38,46,105,1.3,1.0,tiny,found,valid
55034,38,46,23,3.1,1.0,tiny,found,valid
55965,38,46,177,0.3,1.0,tiny,found,valid
55035,38,46,105,8.7,1.0,tiny,found,valid
55966,38,46,108,117.8,2.0,medium,found,valid
55967,38,46,108,64.5,1.0,small,found,valid
55968,38,46,23,134.4,2.0,medium,found,valid
55969,38,46,105,93.8,1.0,small,found,valid
55970,38,46,204,257.7,2.0,medium,found,valid
55971,38,46,105,81.4,1.0,small,found,valid
55972,38,46,105,86.2,1.0,small,found,valid
55973,38,46,141,137.8,2.0,medium,found,valid
55974,38,46,23,58.8,1.0,small,found,valid
55975,38,46,105,26.4,1.0,small,found,valid
55036,38,46,141,4.6,1.0,tiny,found,valid
55037,38,46,23,6.2,1.0,tiny,found,valid
55038,38,46,23,2.9,1.0,tiny,found,valid
55039,38,46,23,16.0,1.0,small,found,valid
55040,38,46,108,2.9,1.0,tiny,found,valid
55041,38,46,23,7.9,1.0,tiny,found,valid
55042,38,46,105,3.6,1.0,tiny,found,valid
55043,38,46,108,8.1,1.0,tiny,found,valid
55044,38,46,137,8.3,1.0,tiny,found,valid
55045,38,46,105,9.8,1.0,tiny,found,valid
55046,38,46,141,147.2,2.0,medium,found,valid
55047,38,46,141,88.2,1.0,small,found,valid
55048,38,46,141,83.8,1.0,small,found,valid
55049,38,46,105,32.7,1.0,small,found,valid
55050,38,46,108,65.5,1.0,small,found,valid
55051,38,46,23,56.2,1.0,small,found,valid
55976,38,46,167,8.1,1.0,tiny,found,valid
55052,38,46,141,7.3,1.0,tiny,found,valid
55977,38,46,177,6.6,1.0,tiny,found,valid
55978,38,46,141,16.8,1.0,small,found,valid
55053,38,46,141,4.7,1.0,tiny,found,valid
55979,38,46,177,0.6,1.0,tiny,found,valid
55054,38,46,105,6.7,1.0,tiny,found,valid
55980,38,46,177,1.4,1.0,tiny,found,valid
55981,38,46,177,2.2,1.0,tiny,found,valid
55055,38,46,105,1.9,1.0,tiny,found,valid
55982,38,46,177,2.1,1.0,tiny,found,valid
55983,38,46,177,1.4,1.0,tiny,found,valid
55984,38,46,177,0.4,1.0,tiny,found,valid
55056,38,46,105,3.0,1.0,tiny,found,valid
55057,38,46,105,12.5,1.0,small,found,valid
55058,38,46,141,1.3,1.0,tiny,found,valid
55059,38,46,23,12.6,1.0,small,found,valid
55060,38,46,141,15.9,1.0,small,found,valid
55061,38,46,105,7.1,1.0,tiny,found,valid
55062,38,46,108,1.3,1.0,tiny,found,valid
55063,38,46,105,5.7,1.0,tiny,found,valid
55064,38,46,105,0.5,1.0,tiny,found,valid
55065,38,46,105,3.3,1.0,tiny,found,valid
55066,38,46,23,13.8,1.0,small,found,valid
55985,38,46,23,71.6,1.0,small,found,valid
55986,38,46,105,75.4,1.0,small,found,valid
55987,38,46,105,41.7,1.0,small,found,valid
55988,38,46,141,120.2,2.0,medium,found,valid
55989,38,46,105,91.2,1.0,small,found,valid
55990,38,46,108,79.4,1.0,small,found,valid
55991,38,46,108,118.4,2.0,medium,found,valid
55992,38,46,105,151.2,2.0,medium,found,valid
55993,38,46,23,89.0,1.0,small,found,valid
55994,38,46,141,51.6,1.0,small,found,valid
55067,38,46,105,93.4,1.0,small,found,valid
55068,38,46,105,32.9,1.0,small,found,valid
55069,38,46,131,152.4,2.0,medium,found,valid
55070,38,46,131,78.0,1.0,small,found,valid
55071,38,46,105,35.0,1.0,small,found,valid
55072,38,46,105,54.6,1.0,small,found,valid
55073,38,46,131,119.0,2.0,medium,found,valid
55074,38,46,23,40.4,1.0,small,found,valid
55075,38,46,105,53.7,1.0,small,found,valid
55076,38,46,131,30.6,1.0,small,found,valid
55077,38,46,23,11.1,1.0,small,found,valid
55078,38,46,137,6.9,1.0,tiny,found,valid
55079,38,46,23,0.5,1.0,tiny,found,valid
55080,38,46,23,9.4,1.0,tiny,found,valid
55081,38,46,105,19.4,1.0,small,found,valid
55082,38,46,137,10.8,1.0,small,found,valid
55083,38,46,23,26.5,1.0,small,found,valid
55084,38,46,137,16.4,1.0,small,found,valid
55085,38,46,105,24.5,1.0,small,found,valid
55086,38,46,105,4.9,1.0,tiny,found,valid
55995,38,46,208,1.3,1.0,tiny,found,valid
55996,38,46,177,5.9,1.0,tiny,found,valid
55087,38,46,141,38.2,1.0,small,found,valid
55088,38,46,141,59.7,1.0,small,found,valid
55997,38,46,141,2.3,1.0,tiny,found,valid
55998,38,46,141,2.1,1.0,tiny,found,valid
55999,38,46,154,11.4,1.0,small,found,valid
55089,38,46,141,85.4,1.0,small,found,valid
56000,38,46,365,32.7,1.0,small,found,valid
56001,38,46,141,0.7,1.0,tiny,found,valid
56002,38,46,144,92.9,1.0,small,found,valid
55090,38,46,141,116.2,2.0,medium,found,valid
55091,38,46,137,14.1,1.0,small,found,valid
55092,38,46,141,87.2,1.0,small,found,valid
55093,38,46,105,82.3,1.0,small,found,valid
55094,38,46,141,27.4,1.0,small,found,valid
55095,38,46,23,19.3,1.0,small,found,valid
56003,38,46,149,133.1,2.0,medium,found,valid
55096,38,46,137,12.8,1.0,small,found,valid
55097,38,46,23,17.4,1.0,small,found,valid
55098,38,46,141,6.5,1.0,tiny,found,valid
55099,38,46,131,3.7,1.0,tiny,found,valid
55100,38,46,137,7.0,1.0,tiny,found,valid
55101,38,46,105,31.6,1.0,small,found,valid
55102,38,46,137,5.2,1.0,tiny,found,valid
55103,38,46,137,7.2,1.0,tiny,found,valid
55104,38,46,23,5.5,1.0,tiny,found,valid
55105,38,46,23,1.4,1.0,tiny,found,valid
55106,38,46,105,5.2,1.0,tiny,found,valid
55107,38,46,137,2.0,1.0,tiny,found,valid
55108,38,46,137,9.2,1.0,tiny,found,valid
55109,38,46,137,3.1,1.0,tiny,found,valid
55110,38,46,105,1.0,1.0,tiny,found,valid
55111,38,46,131,6.6,1.0,tiny,found,valid
55112,38,46,23,13.9,1.0,small,found,valid
55113,38,46,23,5.1,1.0,tiny,found,valid
55114,38,46,154,3.9,1.0,tiny,found,valid
55115,38,46,105,8.7,1.0,tiny,found,valid
55116,38,46,105,9.8,1.0,tiny,found,valid
55117,38,46,23,20.4,1.0,small,found,valid
55118,38,46,131,19.6,1.0,small,found,valid
55119,38,46,23,2.6,1.0,tiny,found,valid
56004,38,46,177,3.2,1.0,tiny,found,valid
55120,38,46,23,1.4,1.0,tiny,found,valid
55121,38,46,23,2.3,1.0,tiny,found,valid
56005,38,46,177,1.3,1.0,tiny,found,valid
56006,38,46,194,0.8,1.0,tiny,found,valid
56007,38,46,141,16.9,1.0,small,found,valid
55122,38,46,141,4.9,1.0,tiny,found,valid
55123,38,46,105,100.5,2.0,medium,found,valid
56008,38,46,147,73.9,1.0,small,found,valid
56009,38,46,177,179.9,2.0,medium,found,valid
55124,38,46,105,52.8,1.0,small,found,valid
55125,38,46,23,25.2,1.0,small,found,valid
56010,38,46,105,24.4,1.0,small,found,valid
56011,38,46,177,14.2,1.0,small,found,valid
55126,38,46,105,28.9,1.0,small,found,valid
55127,38,46,105,8.9,1.0,tiny,found,valid
56012,38,46,177,9.1,1.0,tiny,found,valid
55128,38,46,176,2.0,1.0,tiny,found,valid
54312,38,46,141,12.1,1.0,small,found,valid
54313,38,46,141,5.2,1.0,tiny,found,valid
54314,38,46,105,21.8,1.0,small,found,valid
54315,38,46,105,11.7,1.0,small,found,valid
55129,38,46,177,4.9,1.0,tiny,found,valid
54316,38,46,105,10.0,1.0,tiny,found,valid
54317,38,46,23,13.5,1.0,small,found,valid
54318,38,46,177,2.6,1.0,tiny,found,valid
54319,38,46,23,2.8,1.0,tiny,found,valid
54320,38,46,177,0.7,1.0,tiny,found,valid
54321,38,46,141,1.5,1.0,tiny,found,valid
54322,38,46,177,1.1,1.0,tiny,found,valid
54323,38,46,108,1.3,1.0,tiny,found,valid
54324,38,46,177,1.9,1.0,tiny,found,valid
54325,38,46,105,0.5,1.0,tiny,found,valid
54326,38,46,177,0.8,1.0,tiny,found,valid
54327,38,46,177,2.5,1.0,tiny,found,valid
54328,38,46,141,1.3,1.0,tiny,found,valid
54329,38,46,23,2.4,1.0,tiny,found,valid
54330,38,46,131,0.7,1.0,tiny,found,valid
54331,38,46,131,0.8,1.0,tiny,found,valid
54332,38,46,177,1.3,1.0,tiny,found,valid
54333,38,46,177,0.6,1.0,tiny,found,valid
54334,38,46,137,0.6,1.0,tiny,found,valid
54335,38,46,105,2.5,1.0,tiny,found,valid
54336,38,46,108,1.8,1.0,tiny,found,valid
54337,38,46,177,0.6,1.0,tiny,found,valid
54338,38,46,137,0.4,1.0,tiny,found,valid
54339,38,46,105,0.6,1.0,tiny,found,valid
54340,38,46,177,1.9,1.0,tiny,found,valid
54341,38,46,105,10.9,1.0,small,found,valid
54342,38,46,23,7.1,1.0,tiny,found,valid
54343,38,46,141,8.3,1.0,tiny,found,valid
54344,38,46,141,3.7,1.0,tiny,found,valid
54345,38,46,105,3.7,1.0,tiny,found,valid
54346,38,46,141,2.3,1.0,tiny,found,valid
54347,38,46,23,2.9,1.0,tiny,found,valid
54348,38,46,105,1.7,1.0,tiny,found,valid
54349,38,46,105,2.6,1.0,tiny,found,valid
55130,38,46,23,123.0,2.0,medium,found,valid
55131,38,46,105,129.8,2.0,medium,found,valid
55132,38,46,105,114.3,2.0,medium,found,valid
55133,38,46,23,133.9,2.0,medium,found,valid
55134,38,46,141,47.6,1.0,small,found,valid
55135,38,46,105,36.4,1.0,small,found,valid
55136,38,46,105,97.5,1.0,small,found,valid
55137,38,46,105,67.4,1.0,small,found,valid
55138,38,46,105,115.2,2.0,medium,found,valid
55139,38,46,141,57.1,1.0,small,found,valid
54350,38,46,131,6.1,1.0,tiny,found,valid
54351,38,46,141,3.7,1.0,tiny,found,valid
54352,38,46,131,8.3,1.0,tiny,found,valid
54353,38,46,105,6.7,1.0,tiny,found,valid
54354,38,46,105,3.5,1.0,tiny,found,valid
54355,38,46,137,2.0,1.0,tiny,found,valid
54356,38,46,137,2.5,1.0,tiny,found,valid
54357,38,46,137,5.3,1.0,tiny,found,valid
54358,38,46,131,24.9,1.0,small,found,valid
54359,38,46,105,16.9,1.0,small,found,valid
55140,38,46,141,70.9,1.0,small,found,valid
55141,38,46,131,149.6,2.0,medium,found,valid
55142,38,46,141,112.7,2.0,medium,found,valid
55143,38,46,131,65.7,1.0,small,found,valid
55144,38,46,137,68.9,1.0,small,found,valid
55145,38,46,131,86.0,1.0,small,found,valid
55146,38,46,131,69.8,1.0,small,found,valid
56013,38,46,131,39.0,1.0,small,found,valid
55147,38,46,131,28.3,1.0,small,found,valid
55148,38,46,131,15.9,1.0,small,found,valid
54360,38,46,23,2.2,1.0,tiny,found,valid
54361,38,46,137,6.4,1.0,tiny,found,valid
54362,38,46,108,6.1,1.0,tiny,found,valid
54363,38,46,23,10.2,1.0,small,found,valid
54364,38,46,23,5.3,1.0,tiny,found,valid
54365,38,46,23,8.6,1.0,tiny,found,valid
